Platform,SuperCategory,SubCategory,variantid,ProductName,SellerName,Color,App_Image,App_Deeplink,Avg_Price,Price_Range,VariantSize,Datetime of FirstLiveDate,rank,Aging
Distribution,Apparels,t-shirts,2600816,Foxter 025,SMARTKART,Red,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-da66b792-22e5-4d9a-bfe4-6d26daf59cbf.jpeg,https://bijnis.app.link/eZbehGy5hLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","16 Jul, 2024 21:02:34",1,7
Distribution,Apparels,t-shirts,2600817,Foxter 025,SMARTKART,White,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-4dbfaa80-e114-48b9-9a86-f73cfb8852f0.jpeg,https://bijnis.app.link/tAuOoJy5hLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","16 Jul, 2024 21:02:34",3,7
Distribution,Apparels,t-shirts,2601014,P80 SPORTS 733,PARADISE TRADERS,White,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-dee31b3b-815b-4d91-be75-76c98263730c.jpeg,https://bijnis.app.link/1UGidIy5hLb,71.17,68 - 75," L, XL,M","16 Jul, 2024 18:00:05",2,7
Distribution,Apparels,t-shirts,2601069,Kaspy 1139,Munnu Garment,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-a5f60258-a777-4f44-9f6a-5ab8fa19f464.jpeg,https://bijnis.app.link/WUhD7xg4mLb,84.11,80 - 88,"L,M,XL","19 Jul, 2024 12:08:58",1,4
Distribution,Apparels,t-shirts,2601099,Kaspy 1140,Munnu Garment,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-bae75641-45e8-48e5-b695-4b76c1c27106.jpeg,https://bijnis.app.link/g2I4wzg4mLb,84.11,80 - 88,"L,M,XL","19 Jul, 2024 12:08:58",1,4
Distribution,Apparels,t-shirts,2601101,Kaspy 1141,Munnu Garment,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-a6b2c0ed-ec6a-41cb-a854-61b436ad70b6.jpeg,https://bijnis.app.link/LkZZlzg4mLb,84.11,80 - 88,"L,M,XL","19 Jul, 2024 12:08:58",1,4
Distribution,Apparels,t-shirts,2601158,Gotoo 127,PARI FASHION,Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/aluf$0agj/files/uis@02orp,https://bijnis.app.link/2exHVGmplLb,227.75,216 - 239," 27, 28, 29,26","18 Jul, 2024 09:09:47",1,5
Distribution,Apparels,t-shirts,2601363,Foxter 026,SMARTKART,Camel,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-430b69d7-1c2b-4332-8051-7f07d8d3d2f0.jpeg,https://bijnis.app.link/chEJLPsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",1,6
Distribution,Apparels,t-shirts,2601364,Foxter 026,SMARTKART,Orange,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-414137ca-1eeb-46c4-bfcf-391269a24ed2.jpeg,https://bijnis.app.link/gTFT8QsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",1,6
Distribution,Apparels,t-shirts,2601365,Foxter 026,SMARTKART,Purple,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-34d66aae-5187-43c3-b91b-a47325813af8.jpeg,https://bijnis.app.link/hWGeePsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",1,6
Distribution,Apparels,t-shirts,2601366,Foxter 026,SMARTKART,Royal blue,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-a05b1089-3fda-4579-82f9-9b09cb29d3dc.jpeg,https://bijnis.app.link/mDYVZPsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",1,6
Distribution,Apparels,t-shirts,2601367,Foxter 026,SMARTKART,Teal Blue,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-e98ae73d-7286-4fdb-9e82-d69045ccb467.jpeg,https://bijnis.app.link/x1EiuQsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",1,6
Distribution,Apparels,t-shirts,2601368,Foxter 026,SMARTKART,Sky Blue,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-141975c8-0ad0-406c-8bf6-d11b0a61cac8.jpeg,https://bijnis.app.link/UzP4oRsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",1,6
Distribution,Apparels,t-shirts,2601369,Foxter 026,SMARTKART,White,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-1d80d558-dc80-4cf8-b6bc-62c64a3fdfd8.jpeg,https://bijnis.app.link/vEYiPQsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",1,6
Distribution,Apparels,t-shirts,2601370,Foxter 026,SMARTKART,Yellow,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-52d1be55-6624-4426-9357-1ebfada44d19.jpeg,https://bijnis.app.link/3utyvPsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",1,6
Distribution,Apparels,t-shirts,2601371,Foxter 026,SMARTKART,Magenta,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-88dd339c-612b-4a6e-8c9c-3634b784e3f4.jpeg,https://bijnis.app.link/gTgpwPsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",1,6
Distribution,Apparels,t-shirts,2601372,Foxter 026,SMARTKART,Green,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-0c1d2938-9df3-4039-abbc-22715284ef3c.jpeg,https://bijnis.app.link/XStmCPsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",1,6
Distribution,Apparels,t-shirts,2601373,Foxter 026,SMARTKART,Red,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-57e067dc-2710-416d-ad6b-94ad5e43c294.jpeg,https://bijnis.app.link/NPFNBPsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",1,6
Distribution,Apparels,t-shirts,2601382,Foxter 027,SMARTKART,Camel,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-3cc6e407-b79b-4218-8b76-c55fd740eb64.jpeg,https://bijnis.app.link/2WgWAPsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",1,6
Distribution,Apparels,t-shirts,2601383,Foxter 027,SMARTKART,Grey,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-e68b432b-831a-4649-9368-71239d30c5cd.jpeg,https://bijnis.app.link/yN4e2RsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601384,Foxter 027,SMARTKART,Pista Green,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-d6bbe646-b834-4d11-8c6e-c3763d7cd4d6.jpeg,https://bijnis.app.link/DunM0PsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601385,Foxter 027,SMARTKART,Light Yellow,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-3bb0fc76-7edf-4f7a-bcfd-e007d0b7c4a1.jpeg,https://bijnis.app.link/wX3iuQsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601386,Foxter 027,SMARTKART,Maroon,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-4b8ec0f4-2ffd-403e-a8c7-c7759d28cf71.jpeg,https://bijnis.app.link/IOCQWRsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601387,Foxter 027,SMARTKART,Black,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-9a7c80f6-0699-4521-891b-22ef926767cd.jpeg,https://bijnis.app.link/m1nuFPsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601388,Foxter 027,SMARTKART,Mustard,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-cf8520db-8c68-4990-9c67-3635f16077ba.jpeg,https://bijnis.app.link/osbjgTsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601389,Foxter 027,SMARTKART,Brown,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-aeea3d57-00c1-4922-8241-11c11eaba8a3.jpeg,https://bijnis.app.link/a20MMSsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601390,Foxter 027,SMARTKART,Teal Blue,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-c35e6bb2-b7c1-48d5-a4e9-058c4fa52c35.jpeg,https://bijnis.app.link/uyFN2RsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601391,Foxter 027,SMARTKART,Dark grey,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-8b683bae-f147-4042-b505-0a6bb0acc6c5.jpeg,https://bijnis.app.link/9x1x3SsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601392,Foxter 027,SMARTKART,Sky Blue,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-937f0ad5-1fef-4ac1-b0ab-a953399c5909.jpeg,https://bijnis.app.link/gJJsPRsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601393,Foxter 027,SMARTKART,White,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-dbd6a74d-a6be-4666-bb6e-f9e5e0ec7077.jpeg,https://bijnis.app.link/aRKZjTsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601394,Foxter 027,SMARTKART,Navy Blue,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-231b709e-824c-4cf5-a992-0fbea96709e0.jpeg,https://bijnis.app.link/sQF7lZsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601395,Foxter 027,SMARTKART,Magenta,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-7c21c679-7e07-448a-8a23-4343dcc5fc7d.jpeg,https://bijnis.app.link/2vD0TRsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601396,Foxter 027,SMARTKART,Orange,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-46596d46-2049-4ecd-8778-78aa7f705dec.jpeg,https://bijnis.app.link/ldanuUsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601397,Foxter 027,SMARTKART,Green,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-2bd19bcc-a047-4bd5-ae87-79399ee772ea.jpeg,https://bijnis.app.link/h4VsIVsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601398,Foxter 027,SMARTKART,Red,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-f74a2111-1c9d-4488-a00e-5f8652870292.jpeg,https://bijnis.app.link/y0W25QsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601399,Foxter 027,SMARTKART,Purple,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-60b5c3b6-1b18-4fed-af3f-c89ae18f7eee.jpeg,https://bijnis.app.link/bpyEIRsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601400,Foxter 027,SMARTKART,Sea Green,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-a8099dea-b323-4c38-b43a-b1c4c5fd0f1d.jpeg,https://bijnis.app.link/E2qtgUsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601401,Foxter 027,SMARTKART,Air Force Blue,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-2175bf55-4f13-405b-ad26-2cb60a90db3e.jpeg,https://bijnis.app.link/M7FCxTsKjLb,194.10,184 - 204," 40, 42, 44, 46,38,40,42,44,46","17 Jul, 2024 15:02:14",2,6
Distribution,Apparels,t-shirts,2601434,Kaspy 1142,Munnu Garment,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-f3b4c5d2-f67e-4e94-b77a-3fa5b8850708.jpeg,https://bijnis.app.link/wxsw7yg4mLb,84.11,80 - 88,"L,M,XL","19 Jul, 2024 12:08:58",1,4
Distribution,Apparels,t-shirts,2601476,Kaspy 1143,Munnu Garment,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-8faaf61c-19ed-47c1-9144-c6b263f1cd4d.jpeg,https://bijnis.app.link/4hkpdCg4mLb,84.11,80 - 88,"L,M,XL","19 Jul, 2024 12:08:58",1,4
Distribution,Apparels,t-shirts,2601481,Kaspy 1144,Munnu Garment,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-c3fac703-dec4-483a-8356-f3d1d0994c4f.jpeg,https://bijnis.app.link/CUlRyDg4mLb,84.11,80 - 88,"L,M,XL","19 Jul, 2024 12:08:58",1,4
Distribution,Apparels,t-shirts,2601514,ESSA 381,BHAWANI TEXTILE,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-436045b8-c33f-45a1-beb2-db727b5ea4a6.png,https://bijnis.app.link/jvFdb0sKjLb,136.18,129 - 143,"22,24,26,28,30,32,34","17 Jul, 2024 15:00:36",1,6
Distribution,Apparels,t-shirts,2601515,ESSA 382,BHAWANI TEXTILE,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-16514eca-f1ee-40c5-976a-14eb0f3aad6a.jpeg,https://bijnis.app.link/uPjX9TsKjLb,159.87,152 - 168,"20,22,24,26,28,30","17 Jul, 2024 15:00:36",1,6
Distribution,Apparels,t-shirts,2601574,ESSA 383,BHAWANI TEXTILE,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-5446b576-1dc3-46b5-96bc-91e1804fa73a.jpeg,https://bijnis.app.link/lRmqq1sKjLb,213.15,202 - 224,"30,32,34","17 Jul, 2024 15:00:36",1,6
Distribution,Apparels,t-shirts,2601582,ESSA 384,BHAWANI TEXTILE,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-fd188908-9bac-497a-ae5f-cbf64b4b038c.png,https://bijnis.app.link/gDFdxUsKjLb,201.32,191 - 211,"20,22,24,26,28,30,32","17 Jul, 2024 15:00:36",1,6
Distribution,Apparels,t-shirts,2601584,ESSA 385,BHAWANI TEXTILE,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-6eff1a1d-5754-4199-bbee-2c4c4df93d68.jpeg,https://bijnis.app.link/qjCtBUsKjLb,177.63,169 - 187,"20,22,24,26,28,30","17 Jul, 2024 15:00:36",1,6
Distribution,Apparels,t-shirts,2601585,ESSA 386,BHAWANI TEXTILE,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-b9c76c9c-c7f4-40fd-bb2e-63be95794d33.png,https://bijnis.app.link/lGD7NVsKjLb,177.63,169 - 187,"18,20,22,24,26,28,30","17 Jul, 2024 15:00:36",1,6
Distribution,Apparels,t-shirts,2601603,ESSA 387,BHAWANI TEXTILE,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-5fc176e9-8188-43f4-9909-0b27142613d4.jpeg,https://bijnis.app.link/6Wt9LVsKjLb,159.87,152 - 168,"24,26,28,30,32,34","17 Jul, 2024 18:00:36",1,6
Distribution,Apparels,t-shirts,2601611,ESSA 388,BHAWANI TEXTILE,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-0b4cb713-915a-467c-b685-049b97103a0d.png,https://bijnis.app.link/ZCYEzVsKjLb,136.18,129 - 143,"20,22,24,26,28,30","17 Jul, 2024 18:00:36",1,6
Distribution,Apparels,t-shirts,2601612,ESSA 389,BHAWANI TEXTILE,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-0dff420a-a394-42eb-a5b5-688d316a850d.jpeg,https://bijnis.app.link/D0Sj2VsKjLb,106.58,101 - 112,"18,20,22,24,26,28,30,32","17 Jul, 2024 18:00:36",1,6
Distribution,Apparels,t-shirts,2601613,ESSA 390,BHAWANI TEXTILE,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-3cedc5c0-6464-4b25-96b0-a28e28700748.jpeg,https://bijnis.app.link/bJUY6UsKjLb,94.73,90 - 99,"18,20,22,24,26,28,30","17 Jul, 2024 18:00:36",1,6
Distribution,Apparels,t-shirts,2601736,Proup 127,JAKHODIA TEXTILES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_21-c9c2cb01-b2c1-4e85-89e8-6e3b39983921.jpeg,https://bijnis.app.link/gZERIAg4mLb,187.63,178 - 197,,"19 Jul, 2024 00:02:56",1,4
Distribution,Apparels,t-shirts,2601758,Q-CUT 237,JAKHODIA TEXTILES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_2-bc923abe-8a84-438d-933d-09b38421766f.jpeg,https://bijnis.app.link/2cJlAAg4mLb,174.69,166 - 183," 36, 38, 40,34","19 Jul, 2024 00:02:56",1,4
Distribution,Apparels,t-shirts,2601785,BRILIANTA 030,JAKHODIA TEXTILES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-d605e07f-039f-481f-86cc-91494b341290.jpeg,https://bijnis.app.link/JMmHqAg4mLb,221.28,210 - 232," XL, XXL,L","19 Jul, 2024 00:02:56",1,4
Distribution,Apparels,t-shirts,2601786,BRILIANTA 031,JAKHODIA TEXTILES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-b33242dd-9a75-4b4d-a7af-e13c657dc716.jpeg,https://bijnis.app.link/PiCZqAg4mLb,221.28,210 - 232," L,M","19 Jul, 2024 00:02:56",1,4
Distribution,Apparels,t-shirts,2601787,Q-CUT 238,JAKHODIA TEXTILES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_3-112d47a4-7b2d-48e8-ba09-c3aa536947ac.jpeg,https://bijnis.app.link/8C3K0Ag4mLb,166.93,159 - 175," 36, 38,34","19 Jul, 2024 00:02:56",1,4
Distribution,Apparels,t-shirts,2601801,Q-CUT 239,JAKHODIA TEXTILES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-c480dc00-ed84-4891-a57f-96a406b48bbd.jpeg,https://bijnis.app.link/GftcpDg4mLb,142.34,135 - 149," 36, 38,34","19 Jul, 2024 00:02:56",1,4
Distribution,Apparels,t-shirts,2601808,URBAN BUZZ 469,"Ankur enterprises ",Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/pksskacfe/files/1sejj685j,https://bijnis.app.link/qknd3yY2rLb,148.81,141 - 156,,"22 Jul, 2024 21:10:43",1,1
Distribution,Apparels,t-shirts,2601972,Swikar 4106,Bhupinder Sharma,White,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-d8fd5e74-6f67-4980-a5d4-b494c94d2a7b.jpeg,https://bijnis.app.link/dKyHJQmplLb,77.64,74 - 82," 28, 32, 34,24","18 Jul, 2024 15:07:36",1,5
Distribution,Apparels,t-shirts,2601988,Swikar 4108,Bhupinder Sharma,White,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-5b55e09f-939a-4947-8d35-c9fa019edc8d.jpeg,https://bijnis.app.link/323UhSmplLb,77.64,74 - 82," 26, 30, 34,24","18 Jul, 2024 15:07:36",1,5
Distribution,Apparels,t-shirts,2602014,Swikar 4109,Bhupinder Sharma,White,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-1a4466e6-4bd0-4859-98d2-67bb41979ff6.jpeg,https://bijnis.app.link/5seWAHg4mLb,77.64,74 - 82," 26, 30, 34,24","19 Jul, 2024 12:09:24",1,4
Distribution,Apparels,t-shirts,2602019,Swikar 4110,Bhupinder Sharma,White,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-7a21dc75-4e62-4cbf-8759-5ae53230d80d.jpeg,https://bijnis.app.link/49tMvFg4mLb,77.64,74 - 82," 26, 30, 34,24","19 Jul, 2024 12:09:24",1,4
Distribution,Apparels,t-shirts,2602021,Swikar 4111,Bhupinder Sharma,White,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-bd279016-6e19-4aa7-bd8f-5087b7fe02c5.jpeg,https://bijnis.app.link/U7q8rHg4mLb,77.64,74 - 82," 26, 30, 34,24","19 Jul, 2024 12:09:24",1,4
Distribution,Apparels,t-shirts,2602080,Black Backed  939,Ved Enterprises,"Black-1,Golden-1,Red-1,White-1,Navy Blue-1,Lavender-1,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/ffkpa@ilq/files/qfs0bdsgh,https://bijnis.app.link/oZQCsKg4mLb,168.22,160 - 177," 40, 42, 44,38","19 Jul, 2024 21:09:30",1,4
Distribution,Apparels,t-shirts,2602081,Black Backed  940,Ved Enterprises,"Black-1,Pista Green-1,Golden-1,Lavender-1,Wine-1,White-1,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/quvn7hmrs/files/ocijqbyee,https://bijnis.app.link/sIoP7Mg4mLb,213.51,203 - 224," 40, 42, 44,38","19 Jul, 2024 21:09:30",1,4
Distribution,Apparels,t-shirts,2602095,Black Backed  941,Ved Enterprises,"Black-1,Sky Blue-1,Peach-1,White-1,Dark grey-1,Navy Blue-1,Lavender-1,Wine-1,Olive-1,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/bghqvkwcm/files/gyrfnueko,https://bijnis.app.link/lQoKmOg4mLb,207.04,197 - 217," 40, 42, 44,38","19 Jul, 2024 21:09:30",1,4
Distribution,Apparels,t-shirts,2602125,Q-CUT 240,JAKHODIA TEXTILES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-457eee17-5d99-4806-ac50-c45a754acae7.jpeg,https://bijnis.app.link/YStHDKg4mLb,142.34,135 - 149," 36, 38, 40,34","19 Jul, 2024 00:02:56",1,4
Distribution,Apparels,t-shirts,2602187,Q-CUT 241,JAKHODIA TEXTILES,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_10-35d5364a-0b43-411e-ac8f-c49c8061921f.jpeg,https://bijnis.app.link/Ir7UdCY2rLb,194.10,184 - 204,,"22 Jul, 2024 15:09:05",1,1
Distribution,Apparels,t-shirts,2602399,SPORTZFIT 252,ARORA OVERSEAS,Multicolor-10,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-82ee5e3e-1262-45dc-8ebf-4404e514fcdb.jpeg,https://bijnis.app.link/N06VRTg4mLb,171.63,163 - 180,"L,M,S,XL,XXL","19 Jul, 2024 15:01:54",1,4
Distribution,Apparels,t-shirts,2602404,SPORTZFIT 253,ARORA OVERSEAS,Multicolor-12,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_14-a939b687-9a7a-4adc-87e2-884417bf6361.jpeg,https://bijnis.app.link/Qz1czTg4mLb,259.86,247 - 273,"L,M,S,XL,XXL","19 Jul, 2024 15:01:54",1,4
Distribution,Apparels,t-shirts,2602587,Crunchy 2211,Mehta Enterprises,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-cd576f05-b44d-4ca8-b09e-6876c95f8561.jpeg,https://bijnis.app.link/gLeqEGY2rLb,163.05,155 - 171,,"22 Jul, 2024 18:00:32",1,1
Distribution,Apparels,t-shirts,2602590,Crunchy 2212,Mehta Enterprises,Multicolor,https://bijnis.s3.amazonaws.com/PRODUCTION/uploads/uploadfile_1-d061f63b-22fd-4285-8e83-6663b2611b1a.jpeg,https://bijnis.app.link/iHbW5GY2rLb,163.05,155 - 171,,"22 Jul, 2024 18:00:32",1,1
Distribution,Apparels,t-shirts,2602883,Black Backed  943,Ved Enterprises,"Black-1,White-1,Wine-1,Navy Blue-1,Sky Blue-1,Pista Green-1,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/j0gr1ia6m/files/fxvpiey$k,https://bijnis.app.link/2qta4n4nqLb,168.22,160 - 177," 40, 42, 44,38","21 Jul, 2024 12:10:12",1,2
Distribution,Apparels,t-shirts,2602927,Black Backed  944,Ved Enterprises,"Black-1,White-1,Wine-1,Pista Green-1,Sky Blue-1,Navy Blue-1,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/stp9xz2h3/files/krredxzlu,https://bijnis.app.link/PNQWEp4nqLb,168.22,160 - 177," 40, 42, 44,38","21 Jul, 2024 12:10:12",1,2
Distribution,Apparels,t-shirts,2603253,Ag 23 sports 410,"Ankur enterprises ","Orange-6,",https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/zvdgfca3a/files/biunhlenq,https://bijnis.app.link/oabnDRY2rLb,63.41,60 - 67,,"22 Jul, 2024 21:10:43",1,1
Distribution,Apparels,t-shirts,2603254,Ag 23 sports 411,"Ankur enterprises ",Orange,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/q58uazq$3/files/mwywvpc6e,https://bijnis.app.link/NsATFPY2rLb,63.41,60 - 67,,"22 Jul, 2024 21:10:43",1,1
Distribution,Apparels,t-shirts,2603313,Ag 23 sports 413,"Ankur enterprises ",Multicolor,https://prod-seller-app-bucket.s3.ap-south-1.amazonaws.com/production/p90vae2mg/files/$kvmovubc,https://bijnis.app.link/QAlTtSY2rLb,90.58,86 - 95,,"22 Jul, 2024 21:10:43",1,1
